Fri Jun 20 19:52:39 2025    profiling-sleep.stats

         41900 function calls (41077 primitive calls) in 6.113 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:6168(create_sequences)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/curl_cffi/curl.py:149(__del__)
        3    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/internals/managers.py:246(items)
        1    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'union' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/numpy/_core/getlimits.py:698(__init__)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/yfinance/scrapers/analysis.py:13(__init__)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:7795(__init__)
        2    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/curl_cffi/requests/impersonate.py:91(normalize_browser_type)
        4    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/indexes/datetimes.py:709(inferred_type)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/internals/managers.py:480(is_view)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/indexes/base.py:6695(_maybe_cast_listlike_indexer)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/arrays/datetimelike.py:538(view)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:172(__setitem__)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/yfinance/scrapers/quote.py:489(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/parse.py:338(geturl)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:491(_verbose_message)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:420(__exit__)
        3    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/numpy/_core/fromnumeric.py:2583(_all_dispatcher)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:6440(fields_to_index)
        1    0.000    0.000    0.985    0.985 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/yfinance/data.py:425(cache_get)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:643(_check_name_wrapper)
        3    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/internals/blocks.py:744(dtype)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/generic.py:2082(empty)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/base.py:679(empty)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:982(find_spec)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:74(__new__)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/series.py:789(values)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:6016(_create_table_option_sql)
        1    0.000    0.000    0.002    0.002 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:2105(execute)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:3685(_load_aggregates)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/typing_extensions.py:3108(_is_unpacked_typevartuple)
        1    0.000    0.000    0.002    0.002 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/series.py:5784(isna)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/internals/blocks.py:251(external_values)
        1    0.000    0.000    0.000    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/logging/__init__.py:1369(disable)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/numpy/_core/_ufunc_config.py:462(__exit__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:317(_deduplicate)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/logging/__init__.py:780(__init__)
        2    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/curl_cffi/requests/models.py:39(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/__init__.py:226(compile)
        1    0.000    0.000    0.000    0.000 {built-in method fromtimestamp}
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/cookies.py:463(__init__)
        1    0.000    0.000    0.002    0.002 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:2030(inner)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/indexes/base.py:6431(_is_comparable_dtype)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/internals/blocks.py:221(_can_consolidate)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/dtypes/dtypes.py:1454(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/functools.py:479(lru_cache)
        3    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:3074(__exit__)
        1    0.000    0.000    0.000    0.000 {method 'timestamp' of 'datetime.datetime' objects}
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/tools/datetimes.py:151(should_cache)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:6094(create_indexes)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/generic.py:4604(_is_view)
        2    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/common.py:152(cast_scalar_indexer)
        2    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:4843(db_value)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:493(__setattr__)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:4558(__init__)
        3    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:781(is_alias)
        3    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:784(unwrap)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/dtypes/cast.py:1970(np_can_cast_scalar)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/dtypes/cast.py:921(_maybe_infer_dtype_type)
        3    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:3073(__enter__)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:7210(<lambda>)
        2    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/curl_cffi/requests/session.py:315(_check_session_closed)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:1910(EnclosedNodeList)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/parse.py:421(_checknetloc)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/dtypes/common.py:1124(<lambda>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:944(__hash__)
        2    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/arrays/datetimes.py:214(<lambda>)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:3698(_load_window_functions)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/logging/__init__.py:208(_checkLevel)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/logging/__init__.py:817(addFilter)
        2    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        2    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1202(path_stats)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:180(_path_isabs)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:628(subquery)
        2    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/curl_cffi/requests/utils.py:116(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/indexes/base.py:4313(_validate_can_reindex)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/dtypes/common.py:688(<lambda>)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/series.py:914(__len__)
        3    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/common.py:213(<genexpr>)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:407(__subclasshook__)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:388(__subclasshook__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:173(__exit__)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/yfinance/scrapers/fundamentals.py:47(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method fromisoformat}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:185(_path_abspath)
        2    0.000    0.000    0.000    0.000 {method 'close' of 'sqlite3.Cursor' objects}
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:3689(_load_collations)
        2    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/indexes/base.py:1183(_maybe_disallow_fill)
        2    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/dtypes/dtypes.py:790(unit)
        1    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath._make_extobj}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        1    0.000    0.000    0.000    0.000 {method 'set' of '_contextvars.ContextVar' objects}
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/internals/construction.py:196(mgr_to_mgr)
        2    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/indexes/base.py:1986(nlevels)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/numpy/_core/_methods.py:41(_amax)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/dtypes/inference.py:141(is_re)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/numpy/_core/_methods.py:49(_sum)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:3134(set_connection)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:1548(__init__)
        2    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/dtypes/common.py:128(_classes_and_not_datetimelike)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/arrays/numpy_.py:153(__array__)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
        1    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:79(__init__)
        1    0.000    0.000    0.000    0.000 {method 'reset' of '_contextvars.ContextVar' objects}
        1    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:3911(get_binary_type)
        2    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:4858(get_modifiers)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/yfinance/cache.py:326(__init__)
        2    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/internals/managers.py:196(blklocs)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:5013(get_modifiers)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:2207(paginate)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/internals/blocks.py:1319(iget)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/indexes/datetimes.py:265(_engine_type)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/util/_validators.py:226(validate_bool_kwarg)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1469(_path_importer_cache)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/numpy/_core/getlimits.py:709(min)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/arrays/_mixins.py:117(view)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:4672(__init__)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/internals/blocks.py:216(is_extension)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/dtypes/cast.py:736(_ensure_dtype_type)
        1    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/internals/blocks.py:2650(is_view)
        1    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
        1    0.000    0.000    0.000    0.000 {method 'isalpha' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:2227(__sql__)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/indexes/base.py:693(_constructor)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/numpy/_core/numeric.py:2369(_isclose_dispatcher)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/numpy/_core/_ufunc_config.py:436(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        1    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:4840(adapt)
        1    0.000    0.000    0.000    0.000 {method 'release' of '_cffi_backend.FFI' objects}
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/base.py:160(_freeze)
        1    0.000    0.000    0.000    0.000 {method 'clear' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:645(parent)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:599(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:6328(schema)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/dtypes/dtypes.py:804(tz)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/dtypes/base.py:152(na_value)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/yfinance/scrapers/fundamentals.py:30(financials)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/series.py:660(_constructor)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/arrays/numpy_.py:146(dtype)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/logging/__init__.py:811(__init__)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/numpy/_core/getlimits.py:722(max)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1178(get_filename)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/curl_cffi/requests/session.py:319(cookies)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1153(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:986(create_module)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:3269(_initialize_connection)


